update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
228,replay,4000,-0.3029,1.000,-0.0411,0.60
229,replay,4000,0.2285,1.000,-0.0416,0.60
230,replay,4000,0.3429,1.000,-0.0421,0.59
231,es_step,4000,0.0000,1.000,-0.0420,2.53
232,replay,4000,-0.0579,1.000,-0.0434,0.60
233,replay,4000,0.1356,1.000,-0.0441,0.60
234,replay,4000,-0.0114,1.000,-0.0447,0.60
235,replay,4000,0.2624,1.000,-0.0449,0.60
236,es_step,4000,0.0000,1.000,-0.0448,2.53
237,replay,4000,0.1342,1.000,-0.0453,0.60
238,replay,4000,0.1406,1.000,-0.0457,0.60
239,es_step,4000,0.0000,1.000,-0.0456,2.56
240,replay,4000,0.1597,1.000,-0.0461,0.60
241,replay,4000,0.1636,1.000,-0.0467,0.60
242,es_step,4000,0.0000,1.000,-0.0466,2.55
243,es_step,4000,0.0000,1.000,-0.0466,2.56
244,es_step,4000,0.0000,1.000,-0.0466,2.56
245,es_step,4000,0.0000,1.000,-0.0466,2.56
246,replay,4000,0.0966,1.000,-0.0473,0.61
247,replay,4000,0.0265,1.000,-0.0481,0.60
248,replay,4000,-0.0186,1.000,-0.0490,0.60
249,replay,4000,0.1521,1.000,-0.0495,0.60
250,replay,4000,0.1564,1.000,-0.0498,0.60
251,replay,4000,-0.1259,1.000,-0.0505,0.60
252,replay,4000,-0.0820,1.000,-0.0512,0.60
253,replay,4000,0.4855,1.000,-0.0509,0.60
254,replay,4000,-0.0112,1.000,-0.0512,0.60
255,es_step,4000,0.0000,1.000,-0.0511,2.55
256,replay,4000,0.3160,1.000,-0.0509,0.60
257,es_step,4000,0.0000,1.000,-0.0508,2.56
258,replay,4000,0.1398,1.000,-0.0514,0.60
259,replay,4000,0.1513,1.000,-0.0519,0.60
260,replay,4000,-0.1196,1.000,-0.0529,0.60
261,replay,4000,0.1582,1.000,-0.0534,0.60
262,replay,4000,0.1759,1.000,-0.0537,0.60
263,replay,4000,0.1491,1.000,-0.0542,0.60
264,replay,4000,-0.2236,1.000,-0.0546,0.60
265,replay,4000,0.2033,1.000,-0.0549,0.60
266,replay,4000,0.1933,1.000,-0.0552,0.60
267,replay,4000,-0.2188,1.000,-0.0562,0.60
268,replay,4000,0.2649,1.000,-0.0564,0.60
269,replay,4000,-0.0876,1.000,-0.0570,0.60
270,replay,4000,0.2274,1.000,-0.0572,0.60
271,es_step,4000,0.0000,1.000,-0.0571,2.56
272,replay,4000,0.0610,1.000,-0.0573,0.60
