update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
386,es_step,4000,0.0057,1.000,-0.0129,2.53
387,es_step,4000,0.0051,1.000,-0.0129,2.53
388,es_step,4000,0.0123,1.000,-0.0129,2.53
389,replay,4000,0.0718,1.000,-0.0130,0.61
390,replay,4000,0.1979,1.000,-0.0127,0.60
391,replay,4000,0.1406,1.000,-0.0126,0.60
392,replay,4000,0.1340,1.000,-0.0126,0.60
393,es_step,4000,0.0066,1.000,-0.0126,2.53
394,replay,4000,0.1271,1.000,-0.0127,0.60
395,replay,4000,0.1499,1.000,-0.0123,0.60
396,replay,4000,0.1407,1.000,-0.0125,0.60
397,replay,4000,0.1223,1.000,-0.0126,0.60
398,replay,4000,0.2317,1.000,-0.0125,0.60
399,replay,4000,0.0079,1.000,-0.0128,0.61
400,replay,4000,0.0723,1.000,-0.0131,0.60
401,replay,4000,0.0038,1.000,-0.0137,0.60
402,es_step,4000,0.0361,1.000,-0.0137,2.52
403,replay,4000,0.0686,1.000,-0.0142,0.61
404,replay,4000,0.1623,1.000,-0.0143,0.60
405,replay,4000,0.1499,1.000,-0.0143,0.60
406,replay,4000,0.1090,1.000,-0.0143,0.60
407,replay,4000,-0.0062,1.000,-0.0144,0.61
408,replay,4000,0.1694,1.000,-0.0145,0.69
409,replay,4000,0.0757,1.000,-0.0143,0.61
410,replay,4000,0.1548,1.000,-0.0146,0.61
411,replay,4000,0.1375,1.000,-0.0146,0.60
412,replay,4000,0.1383,1.000,-0.0149,0.60
413,replay,4000,0.0857,1.000,-0.0152,0.60
414,replay,4000,0.0993,1.000,-0.0152,0.61
415,replay,4000,0.1448,1.000,-0.0153,0.60
416,es_step,4000,0.0162,0.969,-0.0152,2.54
417,replay,4000,0.1146,1.000,-0.0153,0.62
418,replay,4000,0.1617,1.000,-0.0153,0.60
419,replay,4000,0.1461,1.000,-0.0151,0.60
420,es_step,4000,0.0106,1.000,-0.0151,2.53
421,es_step,4000,0.0258,0.969,-0.0151,2.53
422,replay,4000,0.0835,1.000,-0.0150,0.61
423,replay,4000,0.1428,1.000,-0.0149,0.60
424,replay,4000,0.2029,1.000,-0.0144,0.60
425,replay,4000,0.2169,1.000,-0.0145,0.60
426,replay,4000,0.2353,1.000,-0.0144,0.61
427,replay,4000,-0.0732,1.000,-0.0150,0.60
428,replay,4000,0.1552,1.000,-0.0151,0.61
429,replay,4000,0.1154,1.000,-0.0150,0.61
430,replay,4000,0.1147,1.000,-0.0151,0.60
431,es_step,4000,0.0451,1.000,-0.0151,2.53
432,replay,4000,0.0211,1.000,-0.0152,0.61
433,replay,4000,0.0050,1.000,-0.0155,0.60
434,replay,4000,0.2622,1.000,-0.0152,0.60
435,replay,4000,0.0699,1.000,-0.0152,0.60
436,replay,4000,0.2332,1.000,-0.0154,0.60
437,replay,4000,0.1414,1.000,-0.0153,0.60
438,replay,4000,0.1195,1.000,-0.0155,0.60
439,replay,4000,0.1869,1.000,-0.0157,0.61
440,replay,4000,0.0792,1.000,-0.0159,0.60
441,replay,4000,0.1464,1.000,-0.0158,0.61
442,es_step,4000,0.0866,0.938,-0.0158,2.53
443,replay,4000,0.2134,1.000,-0.0159,0.61
444,replay,4000,0.2199,1.000,-0.0154,0.61
445,replay,4000,0.1956,1.000,-0.0151,0.60
446,replay,4000,0.1435,1.000,-0.0150,0.60
447,replay,4000,0.1583,1.000,-0.0149,0.60
448,replay,4000,0.0805,1.000,-0.0149,0.60
449,es_step,4000,0.0559,0.969,-0.0149,2.53
450,replay,4000,0.1483,1.000,-0.0146,0.61
451,replay,4000,0.1704,1.000,-0.0145,0.60
452,replay,4000,0.1268,1.000,-0.0146,0.60
453,replay,4000,0.0544,1.000,-0.0148,0.61
454,replay,4000,0.1264,1.000,-0.0147,0.61
455,es_step,4000,0.0551,1.000,-0.0147,2.53
456,replay,4000,0.0612,1.000,-0.0151,0.61
457,es_step,4000,0.0322,0.938,-0.0151,2.54
458,replay,4000,0.0681,1.000,-0.0150,0.61
459,es_step,4000,0.0472,0.969,-0.0150,2.53
460,es_step,4000,0.0385,1.000,-0.0150,2.54
461,replay,4000,0.2051,1.000,-0.0146,0.61
462,replay,4000,0.0622,1.000,-0.0148,0.61
463,replay,4000,0.1148,1.000,-0.0148,0.61
464,replay,4000,0.0802,1.000,-0.0148,0.60
465,replay,4000,0.1387,1.000,-0.0152,0.61
466,replay,4000,-0.0250,1.000,-0.0159,0.61
467,replay,4000,0.0687,1.000,-0.0159,0.61
468,replay,4000,-0.0006,1.000,-0.0160,0.60
469,replay,4000,0.2016,1.000,-0.0158,0.61
470,replay,4000,0.0460,1.000,-0.0163,0.60
471,replay,4000,0.0722,1.000,-0.0163,0.60
472,replay,4000,0.0980,1.000,-0.0163,0.60
473,replay,4000,0.0728,1.000,-0.0163,0.60
474,replay,4000,0.0783,1.000,-0.0168,0.60
475,replay,4000,0.0545,1.000,-0.0168,0.60
476,es_step,4000,0.0173,1.000,-0.0168,3.27
477,es_step,4000,0.0410,1.000,-0.0168,2.53
478,replay,4000,0.0218,1.000,-0.0170,0.61
479,replay,4000,0.1386,1.000,-0.0166,0.60
480,replay,4000,0.1562,1.000,-0.0166,0.61
481,replay,4000,0.1205,1.000,-0.0166,0.61
482,replay,4000,0.1512,1.000,-0.0166,0.60
483,replay,4000,0.2382,1.000,-0.0167,0.60
484,es_step,4000,0.1004,1.000,-0.0166,2.53
485,es_step,4000,0.1028,1.000,-0.0166,2.53
486,replay,4000,0.1677,1.000,-0.0165,0.61
487,es_step,4000,0.0657,1.000,-0.0164,2.53
488,replay,4000,0.1491,1.000,-0.0162,0.61
489,replay,4000,0.0817,1.000,-0.0164,0.61
490,replay,4000,0.1670,1.000,-0.0162,0.61
491,replay,4000,0.1417,1.000,-0.0161,0.61
492,es_step,4000,0.0100,1.000,-0.0161,2.53
493,replay,4000,-0.0348,1.000,-0.0168,0.61
494,replay,4000,0.0857,1.000,-0.0170,0.60
495,replay,4000,0.0492,1.000,-0.0168,0.60
496,es_step,4000,0.1001,1.000,-0.0168,2.53
497,replay,4000,0.0260,1.000,-0.0168,0.61
498,replay,4000,0.1422,1.000,-0.0166,0.60
499,replay,4000,0.1036,1.000,-0.0164,0.60
500,replay,4000,-0.0022,1.000,-0.0168,0.60
501,replay,4000,0.1084,1.000,-0.0166,0.60
502,replay,4000,0.0718,1.000,-0.0165,0.61
503,replay,4000,0.0891,1.000,-0.0165,0.60
504,es_step,4000,0.0558,1.000,-0.0164,2.53
505,replay,4000,0.1004,1.000,-0.0164,0.61
506,replay,4000,-0.0812,1.000,-0.0164,0.61
507,es_step,4000,0.1459,1.000,-0.0164,2.53
