update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
478,replay,4000,0.0784,1.000,0.0087,0.59
479,es_step,4000,0.0254,1.000,0.0087,1.19
480,es_step,4000,0.0392,1.000,0.0087,1.20
481,replay,4000,0.1372,1.000,0.0088,0.59
482,es_step,4000,0.0256,1.000,0.0088,1.19
483,replay,4000,0.0574,1.000,0.0087,0.60
484,replay,4000,-0.1550,1.000,0.0086,0.59
485,replay,4000,0.2092,1.000,0.0088,0.59
486,replay,4000,0.2757,1.000,0.0094,0.59
487,replay,4000,0.3112,1.000,0.0094,0.59
488,replay,4000,0.2152,1.000,0.0091,0.59
489,replay,4000,0.1431,1.000,0.0089,0.59
490,replay,4000,0.1761,1.000,0.0092,0.60
491,es_step,4000,0.0556,1.000,0.0092,1.19
492,replay,4000,0.2014,1.000,0.0091,0.59
493,replay,4000,0.1739,1.000,0.0093,0.59
494,replay,4000,0.2873,1.000,0.0093,0.59
495,replay,4000,0.2524,1.000,0.0093,0.59
496,es_step,4000,0.0597,1.000,0.0093,1.19
497,replay,4000,0.2294,1.000,0.0094,0.59
498,replay,4000,0.2561,1.000,0.0094,0.59
499,replay,4000,0.2118,1.000,0.0096,0.60
