update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
240,replay,3136,0.2691,1.000,-0.0191,0.60
241,es_step,3168,0.0000,1.000,-0.0190,1.11
242,replay,3168,0.0227,1.000,-0.0192,0.60
243,replay,3168,0.4567,1.000,-0.0189,0.60
244,replay,3168,-0.0258,1.000,-0.0192,0.60
245,replay,3168,0.3253,1.000,-0.0196,0.60
246,replay,3168,0.3054,1.000,-0.0199,0.60
247,es_step,3200,0.0000,1.000,-0.0197,1.11
248,replay,3200,0.0079,1.000,-0.0205,0.60
249,replay,3200,-0.0420,1.000,-0.0211,0.60
250,replay,3200,0.3004,1.000,-0.0204,0.60
251,es_step,3232,0.0000,1.000,-0.0202,1.11
252,replay,3232,0.1569,1.000,-0.0203,0.60
253,replay,3232,0.1244,1.000,-0.0205,0.60
254,es_step,3264,0.0000,1.000,-0.0203,1.10
255,replay,3264,0.1554,1.000,-0.0203,0.60
256,replay,3264,0.2680,1.000,-0.0199,0.60
257,es_step,3296,0.0000,1.000,-0.0197,1.10
258,replay,3296,0.1348,1.000,-0.0197,0.60
259,replay,3296,0.1351,1.000,-0.0197,0.60
260,replay,3296,0.2836,1.000,-0.0198,0.60
261,replay,3296,0.1155,1.000,-0.0200,0.60
262,replay,3296,0.2539,1.000,-0.0204,0.60
263,es_step,3328,0.0000,1.000,-0.0202,1.10
264,replay,3328,0.2880,1.000,-0.0201,0.60
265,es_step,3360,0.0000,1.000,-0.0199,1.10
266,es_step,3392,0.0000,1.000,-0.0197,1.11
267,replay,3392,0.0695,1.000,-0.0199,0.60
268,es_step,3424,0.0000,1.000,-0.0197,1.10
269,replay,3424,0.1215,1.000,-0.0203,0.60
270,replay,3424,0.1928,1.000,-0.0203,0.60
271,replay,3424,0.2332,1.000,-0.0201,0.60
272,es_step,3456,0.0000,1.000,-0.0200,1.10
273,replay,3456,0.2156,1.000,-0.0200,0.60
274,es_step,3488,0.0000,1.000,-0.0198,1.10
275,replay,3488,0.2881,1.000,-0.0193,0.60
276,es_step,3520,0.0000,1.000,-0.0192,1.10
277,replay,3520,0.1398,1.000,-0.0190,0.59
278,replay,3520,0.3876,1.000,-0.0190,0.60
279,replay,3520,0.3932,1.000,-0.0187,0.60
280,replay,3520,0.1752,1.000,-0.0181,0.60
281,replay,3520,0.1720,1.000,-0.0182,0.60
282,replay,3520,0.2161,1.000,-0.0180,0.60
283,es_step,3552,0.0000,1.000,-0.0179,1.10
284,replay,3552,0.1739,1.000,-0.0171,0.60
285,replay,3552,0.2528,1.000,-0.0170,0.60
286,es_step,3584,0.0000,1.000,-0.0169,1.10
287,replay,3584,0.2043,1.000,-0.0171,0.59
288,replay,3584,0.2872,1.000,-0.0168,0.60
289,es_step,3616,0.0000,1.000,-0.0166,1.10
290,replay,3616,0.1567,1.000,-0.0158,0.60
291,replay,3616,0.2938,1.000,-0.0154,0.60
292,replay,3616,0.4153,1.000,-0.0145,0.60
293,replay,3616,0.1855,1.000,-0.0142,0.60
294,es_step,3648,0.0000,1.000,-0.0141,1.10
295,es_step,3680,0.0000,1.000,-0.0140,1.10
296,replay,3680,0.0223,1.000,-0.0143,0.60
297,replay,3680,0.3169,1.000,-0.0137,0.59
298,replay,3680,0.3657,1.000,-0.0135,0.60
299,replay,3680,0.2103,1.000,-0.0139,0.59
300,es_step,3712,0.0000,1.000,-0.0138,1.10
301,replay,3712,0.0177,1.000,-0.0133,0.60
302,replay,3712,0.3187,1.000,-0.0123,0.59
303,replay,3712,0.3440,1.000,-0.0121,0.60
304,replay,3712,0.2147,1.000,-0.0114,0.60
305,replay,3712,0.2188,1.000,-0.0118,0.60
306,replay,3712,0.1435,1.000,-0.0119,1.04
307,es_step,3744,0.1000,1.000,-0.0109,1.10
308,replay,3744,0.3081,1.000,-0.0095,0.60
309,replay,3744,0.4383,1.000,-0.0088,0.60
310,replay,3744,0.2876,1.000,-0.0087,0.60
311,replay,3744,0.1957,1.000,-0.0089,0.60
312,replay,3744,0.2322,1.000,-0.0085,0.60
313,replay,3744,0.3439,1.000,-0.0081,0.60
314,replay,3744,0.2187,1.000,-0.0077,0.59
315,replay,3744,0.2990,1.000,-0.0080,0.60
316,replay,3744,0.1997,1.000,-0.0079,0.60
317,replay,3744,0.2361,1.000,-0.0072,0.60
318,replay,3744,0.2792,1.000,-0.0066,0.60
319,replay,3744,0.1274,1.000,-0.0063,0.60
320,es_step,3776,0.3529,1.000,-0.0033,1.10
321,replay,3776,0.0925,1.000,-0.0030,0.60
322,replay,3776,0.1767,1.000,-0.0023,0.60
323,replay,3776,0.4690,1.000,-0.0014,0.59
324,replay,3776,0.2462,1.000,-0.0012,0.60
325,replay,3776,0.2162,1.000,-0.0009,0.60
326,replay,3776,0.3099,1.000,-0.0006,0.60
327,replay,3776,0.3220,1.000,-0.0008,0.60
328,replay,3776,0.0588,1.000,-0.0006,0.60
329,replay,3776,0.4047,1.000,0.0002,0.60
330,replay,3776,0.1696,1.000,0.0001,0.59
331,replay,3776,0.3142,1.000,0.0004,0.60
332,es_step,3808,0.2733,1.000,0.0027,1.10
333,replay,3808,0.1543,1.000,0.0027,0.59
334,replay,3808,0.3826,1.000,0.0030,0.60
335,replay,3808,0.2336,1.000,0.0028,0.59
336,replay,3808,0.2690,1.000,0.0036,0.59
337,replay,3808,0.1759,1.000,0.0035,0.60
338,replay,3808,0.3503,1.000,0.0042,0.59
339,replay,3808,0.1480,1.000,0.0039,0.60
340,replay,3808,0.2518,1.000,0.0042,0.60
341,replay,3808,0.1166,1.000,0.0038,0.59
342,es_step,3840,0.1906,1.000,0.0054,1.10
343,replay,3840,0.2431,1.000,0.0053,0.60
344,replay,3840,0.1405,1.000,0.0050,0.60
345,replay,3840,0.1885,1.000,0.0050,0.60
346,replay,3840,0.2630,1.000,0.0049,0.60
347,replay,3840,0.1243,1.000,0.0051,0.60
348,replay,3840,0.2550,1.000,0.0051,0.59
349,es_step,3872,0.1966,1.000,0.0066,1.10
350,replay,3872,0.2035,1.000,0.0067,0.60
351,replay,3872,0.0205,1.000,0.0066,0.60
352,replay,3872,0.4214,1.000,0.0074,0.59
353,replay,3872,0.3597,1.000,0.0080,0.59
354,replay,3872,0.0118,1.000,0.0075,0.60
355,replay,3872,0.2693,1.000,0.0078,0.59
356,es_step,3904,0.2083,1.000,0.0094,1.10
357,es_step,3936,0.2003,1.000,0.0110,1.10
358,replay,3936,0.1713,1.000,0.0105,0.60
359,replay,3936,0.0918,1.000,0.0102,0.60
360,replay,3936,0.2053,1.000,0.0103,0.60
361,replay,3936,0.2883,1.000,0.0108,0.60
362,es_step,3968,0.1826,1.000,0.0122,1.10
363,es_step,4000,0.1318,1.000,0.0132,1.10
364,replay,4000,0.2306,1.000,0.0135,0.60
365,replay,4000,0.1855,1.000,0.0138,0.59
366,replay,4000,0.2145,1.000,0.0139,0.59
367,replay,4000,0.1908,1.000,0.0138,0.60
368,es_step,4000,0.1148,1.000,0.0138,1.10
369,es_step,4000,0.1125,1.000,0.0138,1.10
370,es_step,4000,0.0999,1.000,0.0138,1.10
371,replay,4000,0.0005,1.000,0.0136,0.60
372,replay,4000,0.2029,1.000,0.0135,0.60
373,replay,4000,0.2154,1.000,0.0139,0.60
374,replay,4000,0.1674,1.000,0.0140,0.60
375,replay,4000,0.1468,1.000,0.0139,0.59
376,es_step,4000,0.1375,1.000,0.0140,1.10
377,replay,4000,0.1545,1.000,0.0138,0.60
378,replay,4000,0.1117,1.000,0.0135,0.59
379,replay,4000,0.2077,1.000,0.0132,0.60
380,replay,4000,0.1053,1.000,0.0130,0.59
381,replay,4000,0.0097,1.000,0.0130,0.59
382,replay,4000,0.2272,1.000,0.0134,0.59
383,replay,4000,0.1594,1.000,0.0133,0.60
384,es_step,4000,0.1078,1.000,0.0134,1.10
385,replay,4000,0.1670,1.000,0.0136,0.60
386,replay,4000,0.1889,1.000,0.0137,0.60
387,replay,4000,0.1722,1.000,0.0139,0.60
388,replay,4000,0.1539,1.000,0.0142,0.60
389,es_step,4000,0.1295,1.000,0.0142,1.10
390,es_step,4000,0.1258,1.000,0.0142,1.10
391,replay,4000,-0.1065,1.000,0.0142,0.60
392,replay,4000,0.2465,1.000,0.0144,0.60
393,replay,4000,0.2105,1.000,0.0145,0.60
394,replay,4000,0.1075,1.000,0.0143,0.59
395,replay,4000,0.0896,1.000,0.0141,0.59
396,es_step,4000,0.1523,1.000,0.0142,1.10
397,es_step,4000,0.1035,1.000,0.0142,1.10
398,replay,4000,0.2231,1.000,0.0148,0.60
399,replay,4000,-0.2483,1.000,0.0144,0.59
400,es_step,4000,0.1236,1.000,0.0144,1.10
401,es_step,4000,0.1534,1.000,0.0144,1.10
402,es_step,4000,0.1241,1.000,0.0144,1.62
403,replay,4000,0.1657,1.000,0.0146,0.75
404,es_step,4000,0.0988,1.000,0.0146,1.10
405,replay,4000,0.2669,1.000,0.0152,0.60
406,es_step,4000,0.0522,1.000,0.0152,1.10
407,replay,4000,0.0413,1.000,0.0150,0.60
408,replay,4000,0.1895,1.000,0.0151,0.59
409,replay,4000,0.2042,1.000,0.0150,0.59
410,replay,4000,0.1306,1.000,0.0151,0.60
411,es_step,4000,0.1507,1.000,0.0152,1.10
412,replay,4000,0.1466,1.000,0.0153,0.59
413,replay,4000,0.1833,1.000,0.0156,0.60
414,es_step,4000,0.1045,1.000,0.0156,1.10
415,replay,4000,0.1107,1.000,0.0155,0.60
416,replay,4000,0.0558,1.000,0.0152,0.60
417,replay,4000,0.2578,1.000,0.0154,0.60
418,es_step,4000,0.0939,1.000,0.0154,1.10
419,es_step,4000,0.0710,1.000,0.0154,1.10
420,replay,4000,0.0525,1.000,0.0150,0.60
421,replay,4000,0.1936,1.000,0.0150,0.60
422,replay,4000,0.1171,1.000,0.0151,0.59
423,replay,4000,0.1119,1.000,0.0152,0.59
424,replay,4000,0.1145,1.000,0.0151,0.60
425,replay,4000,0.1828,1.000,0.0154,0.59
426,replay,4000,0.0967,1.000,0.0154,0.59
427,replay,4000,0.1758,1.000,0.0155,0.60
428,replay,4000,0.0941,1.000,0.0154,0.60
429,replay,4000,0.1139,1.000,0.0154,0.60
430,replay,4000,-0.0529,1.000,0.0149,0.60
431,replay,4000,0.1331,1.000,0.0146,0.59
432,replay,4000,0.2342,1.000,0.0151,0.60
433,es_step,4000,0.0771,1.000,0.0151,1.10
434,es_step,4000,0.0712,1.000,0.0151,1.10
435,replay,4000,0.1835,1.000,0.0151,0.60
436,replay,4000,0.0378,1.000,0.0146,0.60
437,replay,4000,0.1422,1.000,0.0147,0.60
438,replay,4000,0.0817,1.000,0.0147,0.60
439,es_step,4000,0.0547,1.000,0.0147,1.10
440,es_step,4000,0.0609,1.000,0.0147,1.10
441,replay,4000,0.1084,1.000,0.0150,0.60
442,replay,4000,0.1184,1.000,0.0151,0.60
443,es_step,4000,0.0854,1.000,0.0151,1.10
444,replay,4000,0.1224,1.000,0.0151,0.60
445,replay,4000,0.0362,1.000,0.0146,0.60
446,replay,4000,0.2440,1.000,0.0151,0.60
447,replay,4000,0.1452,1.000,0.0151,0.60
